                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.85213,                0.51899,                 0.9551,                0.75766,                0.69515,                0.73565,                 0.4737,                 1.2462,                0.86301,                 1.2654,              0.0071884,              0.0071884,              0.0071884
                    144,                0.84399,                0.51141,                0.95325,                0.76053,                0.68865,                0.73217,                0.47179,                 1.2567,                0.88422,                  1.277,              0.0071686,              0.0071686,              0.0071686
                    145,                0.84256,                0.50394,                0.94946,                0.74207,                 0.7162,                0.73804,                0.47316,                 1.2682,                0.88213,                 1.2798,              0.0071488,              0.0071488,              0.0071488
                    146,                0.84397,                0.50457,                0.94956,                0.78118,                0.68048,                0.73946,                0.47982,                  1.257,                0.88583,                 1.2642,               0.007129,               0.007129,               0.007129
                    147,                0.84473,                0.50638,                0.94948,                0.77191,                0.69928,                0.74569,                0.48169,                 1.2547,                0.86979,                 1.2735,              0.0071092,              0.0071092,              0.0071092
                    148,                0.83875,                0.50895,                0.94652,                0.75248,                0.69797,                0.74081,                0.47722,                 1.2646,                0.88223,                 1.2742,              0.0070894,              0.0070894,              0.0070894
                    149,                0.83489,                0.50885,                 0.9498,                0.75786,                0.69005,                0.73033,                0.47231,                 1.2634,                0.88861,                 1.2868,              0.0070696,              0.0070696,              0.0070696
                    150,                0.84373,                0.51562,                 0.9502,                0.77962,                0.69488,                0.74599,                0.48237,                 1.2616,                0.85675,                 1.2859,              0.0070498,              0.0070498,              0.0070498
                    151,                0.83183,                0.50192,                0.94685,                0.74942,                0.70026,                0.74204,                0.48271,                 1.2537,                0.86464,                   1.27,                0.00703,                0.00703,                0.00703
                    152,                0.83206,                0.50651,                0.94968,                0.79639,                0.67666,                0.74489,                0.48805,                 1.2489,                0.85772,                  1.273,              0.0070102,              0.0070102,              0.0070102
                    153,                0.82638,                0.49564,                0.93976,                  0.775,                0.70076,                0.73933,                 0.4779,                 1.2507,                0.85829,                  1.278,              0.0069904,              0.0069904,              0.0069904
                    154,                0.82286,                0.49258,                  0.945,                0.78025,                0.70426,                0.75285,                0.48925,                 1.2466,                0.85296,                 1.2751,              0.0069706,              0.0069706,              0.0069706
                    155,                0.81295,                0.48891,                0.94169,                0.76973,                0.69579,                0.73647,                0.48273,                 1.2488,                0.85166,                 1.2814,              0.0069508,              0.0069508,              0.0069508
                    156,                  0.826,                 0.4983,                0.94783,                0.77262,                0.68696,                0.74175,                0.48615,                 1.2407,                 0.8659,                  1.291,               0.006931,               0.006931,               0.006931
                    157,                0.82492,                0.49831,                0.94259,                0.77403,                0.68878,                0.73658,                0.48002,                 1.2472,                 0.8667,                  1.288,              0.0069112,              0.0069112,              0.0069112
                    158,                0.81567,                0.49304,                0.94146,                0.77545,                0.69643,                0.74117,                0.48409,                 1.2395,                0.86235,                 1.2846,              0.0068914,              0.0068914,              0.0068914
                    159,                0.81224,                0.49162,                0.93855,                 0.7773,                 0.6945,                0.74284,                0.48366,                  1.233,                0.86451,                 1.2758,              0.0068716,              0.0068716,              0.0068716
                    160,                0.80264,                 0.4836,                0.93401,                0.75515,                0.71556,                0.74163,                0.48388,                 1.2317,                0.87934,                 1.2869,              0.0068518,              0.0068518,              0.0068518
                    161,                0.81235,                0.49114,                0.94082,                0.76873,                0.71301,                0.74506,                0.48645,                 1.2446,                0.85548,                 1.2812,               0.006832,               0.006832,               0.006832
                    162,                0.80662,                0.48876,                0.94194,                0.75167,                 0.7213,                0.74948,                 0.4897,                 1.2246,                0.84191,                 1.2727,              0.0068122,              0.0068122,              0.0068122
                    163,                0.80594,                0.49401,                0.94287,                0.78408,                0.69942,                0.74927,                0.49154,                 1.2324,                0.84901,                 1.2765,              0.0067924,              0.0067924,              0.0067924
                    164,                0.80353,                0.48525,                0.93553,                0.80655,                0.68622,                0.74564,                0.47991,                 1.2466,                0.84813,                 1.2843,              0.0067726,              0.0067726,              0.0067726
                    165,                0.79819,                0.48262,                0.93507,                0.76822,                0.71429,                0.74716,                0.48526,                 1.2372,                0.85487,                 1.2834,              0.0067528,              0.0067528,              0.0067528
                    166,                0.79934,                0.48003,                0.93188,                 0.7655,                0.70991,                0.74688,                0.48251,                  1.232,                 0.8488,                 1.2762,               0.006733,               0.006733,               0.006733
                    167,                0.79343,                 0.4723,                0.93381,                0.77448,                0.71621,                0.75092,                0.48692,                 1.2431,                0.86726,                 1.2823,              0.0067132,              0.0067132,              0.0067132
                    168,                0.77958,                0.47259,                0.93257,                0.78091,                0.69643,                0.74857,                 0.4883,                 1.2286,                0.84546,                 1.2688,              0.0066934,              0.0066934,              0.0066934
                    169,                0.79966,                0.48395,                0.93044,                0.78721,                0.70536,                0.74941,                0.48856,                 1.2333,                0.83433,                 1.2777,              0.0066736,              0.0066736,              0.0066736
                    170,                0.78291,                0.46959,                0.92607,                0.77925,                0.71139,                0.75225,                0.49177,                 1.2444,                0.85294,                 1.2777,              0.0066538,              0.0066538,              0.0066538
                    171,                0.78811,                0.47215,                0.93098,                 0.7834,                 0.7035,                0.74792,                0.48677,                 1.2544,                0.87272,                 1.2872,               0.006634,               0.006634,               0.006634
                    172,                0.78631,                0.46377,                 0.9347,                0.77426,                0.71173,                0.74627,                0.48672,                 1.2461,                0.86024,                 1.2838,              0.0066142,              0.0066142,              0.0066142
                    173,                 0.7769,                0.46969,                0.93151,                0.76021,                0.71684,                0.74362,                0.48991,                 1.2336,                0.87115,                 1.2715,              0.0065944,              0.0065944,              0.0065944
                    174,                 0.7885,                0.47202,                0.93011,                0.76828,                0.69133,                0.74515,                0.49379,                 1.2184,                0.85988,                 1.2591,              0.0065746,              0.0065746,              0.0065746
                    175,                0.78733,                0.47553,                0.93123,                0.78725,                 0.6824,                0.74082,                0.49005,                 1.2229,                0.85146,                 1.2628,              0.0065548,              0.0065548,              0.0065548
                    176,                0.77891,                0.46646,                0.92684,                0.77122,                0.70026,                0.74543,                0.49129,                 1.2225,                0.87081,                 1.2678,               0.006535,               0.006535,               0.006535
                    177,                0.78296,                0.47166,                0.92751,                 0.7868,                0.69196,                 0.7418,                0.48929,                 1.2299,                 0.8734,                 1.2781,              0.0065152,              0.0065152,              0.0065152
                    178,                0.77953,                0.47317,                0.93055,                0.80066,                0.68048,                0.74439,                0.48903,                 1.2233,                 0.8608,                 1.2788,              0.0064954,              0.0064954,              0.0064954
                    179,                0.77839,                0.46722,                0.92642,                0.74901,                0.71941,                0.74471,                0.49461,                 1.2044,                0.85228,                 1.2753,              0.0064756,              0.0064756,              0.0064756
                    180,                0.76805,                0.45959,                0.92863,                0.77096,                0.70791,                0.74491,                 0.4966,                 1.2163,                0.86114,                 1.2828,              0.0064558,              0.0064558,              0.0064558
                    181,                0.76998,                0.45913,                0.92464,                0.76392,                0.70791,                0.74101,                0.49573,                 1.2148,                0.85359,                 1.2807,               0.006436,               0.006436,               0.006436
                    182,                 0.7595,                0.45219,                0.92332,                0.75175,                0.70408,                0.73664,                0.48939,                 1.2094,                0.87122,                 1.2703,              0.0064162,              0.0064162,              0.0064162
                    183,                0.76637,                0.45964,                0.92512,                0.78258,                0.67985,                0.73905,                0.49029,                 1.2253,                 0.8663,                 1.2803,              0.0063964,              0.0063964,              0.0063964
                    184,                0.77607,                0.46659,                0.92793,                0.78662,                0.68651,                0.73965,                0.49404,                  1.224,                0.87294,                 1.2928,              0.0063766,              0.0063766,              0.0063766
                    185,                0.76832,                0.45861,                0.92255,                0.77171,                0.70089,                0.74416,                0.49506,                 1.2231,                 0.8617,                 1.2851,              0.0063568,              0.0063568,              0.0063568
                    186,                0.76575,                0.45861,                0.92889,                0.77008,                0.69423,                0.74277,                0.49534,                 1.2204,                0.86547,                 1.2776,               0.006337,               0.006337,               0.006337
                    187,                0.75605,                0.45739,                0.92092,                0.76479,                0.70791,                0.74452,                0.49248,                 1.2262,                0.84748,                 1.2853,              0.0063172,              0.0063172,              0.0063172
                    188,                0.75942,                0.45531,                0.92315,                0.78284,                0.69643,                0.75286,                0.49587,                  1.227,                0.85871,                 1.2947,              0.0062974,              0.0062974,              0.0062974
                    189,                0.75671,                0.45586,                0.92319,                0.77843,                0.70536,                0.75129,                0.49973,                 1.2136,                0.86249,                 1.2812,              0.0062776,              0.0062776,              0.0062776
                    190,                0.75279,                0.44713,                0.92087,                0.77809,                0.70217,                0.74801,                 0.4962,                 1.2259,                 0.8629,                 1.2961,              0.0062578,              0.0062578,              0.0062578
                    191,                0.75541,                 0.4517,                0.91801,                0.78656,                0.70599,                  0.745,                0.49595,                 1.2345,                0.86026,                  1.308,               0.006238,               0.006238,               0.006238
                    192,                0.74392,                0.44616,                0.91584,                0.75948,                0.72321,                0.74521,                0.49634,                 1.2232,                0.84156,                 1.2984,              0.0062182,              0.0062182,              0.0062182
                    193,                0.74275,                0.44567,                0.91615,                0.75604,                0.70791,                0.74845,                0.50071,                 1.2054,                0.84979,                 1.2742,              0.0061984,              0.0061984,              0.0061984
                    194,                0.74419,                0.44275,                0.91551,                0.75047,                0.71046,                0.74574,                0.49832,                 1.2136,                0.86213,                  1.287,              0.0061786,              0.0061786,              0.0061786
                    195,                0.74025,                0.44743,                0.91405,                0.73762,                0.72321,                0.74007,                0.49263,                 1.2059,                0.85232,                 1.2777,              0.0061588,              0.0061588,              0.0061588
                    196,                0.74478,                0.44711,                0.91343,                0.75256,                0.70536,                0.74199,                0.49236,                 1.2173,                0.86294,                 1.2767,               0.006139,               0.006139,               0.006139
                    197,                0.74583,                0.44726,                0.91891,                0.74547,                0.71725,                0.74145,                0.49243,                 1.2061,                0.87176,                 1.2634,              0.0061192,              0.0061192,              0.0061192
                    198,                 0.7341,                0.44728,                0.91443,                0.76272,                0.70536,                0.74274,                0.49531,                 1.2052,                0.88147,                 1.2694,              0.0060994,              0.0060994,              0.0060994
                    199,                0.72599,                0.44623,                0.91174,                0.76673,                0.69005,                0.74293,                0.49627,                  1.205,                0.87821,                 1.2738,              0.0060796,              0.0060796,              0.0060796
                    200,                0.73559,                 0.4453,                0.91492,                0.79164,                0.67848,                0.74548,                0.49691,                 1.1986,                0.87713,                 1.2707,              0.0060598,              0.0060598,              0.0060598
                    201,                0.74369,                0.44039,                0.91419,                0.75037,                0.71698,                0.74756,                  0.498,                  1.213,                  0.865,                 1.2827,                0.00604,                0.00604,                0.00604
                    202,                0.73857,                0.44237,                 0.9138,                0.79899,                0.68191,                0.74635,                0.49746,                 1.2117,                0.85337,                 1.2766,              0.0060202,              0.0060202,              0.0060202
                    203,                0.72463,                0.43679,                0.91049,                0.76385,                0.70536,                 0.7467,                0.50228,                 1.1968,                0.85069,                 1.2673,              0.0060004,              0.0060004,              0.0060004
                    204,                0.72613,                0.43738,                0.90842,                0.77795,                0.70383,                0.74931,                0.50341,                 1.1915,                0.85849,                 1.2601,              0.0059806,              0.0059806,              0.0059806
                    205,                 0.7363,                0.44085,                0.91342,                0.75555,                0.72739,                0.75376,                0.50738,                 1.1957,                0.86234,                 1.2584,              0.0059608,              0.0059608,              0.0059608
                    206,                0.73123,                0.44096,                0.91792,                0.77281,                0.71806,                 0.7499,                0.50288,                 1.2005,                0.87068,                 1.2635,               0.005941,               0.005941,               0.005941
                    207,                0.72512,                0.43155,                0.91421,                0.75778,                0.72513,                0.74706,                0.50083,                 1.2055,                0.88255,                  1.276,              0.0059212,              0.0059212,              0.0059212
                    208,                0.73651,                0.44434,                0.91049,                0.80258,                0.68367,                0.74582,                0.50336,                 1.1963,                0.86819,                 1.2763,              0.0059014,              0.0059014,              0.0059014
                    209,                0.71576,                0.42744,                0.90699,                0.78956,                0.68367,                0.74604,                0.50414,                 1.2021,                0.86079,                 1.2864,              0.0058816,              0.0058816,              0.0058816
                    210,                0.72231,                0.43479,                0.90866,                0.77188,                0.69643,                0.74465,                0.50362,                 1.1953,                0.87063,                 1.2821,              0.0058618,              0.0058618,              0.0058618
                    211,                0.71335,                0.42684,                 0.9091,                0.76399,                0.70153,                0.74368,                0.50233,                 1.1936,                  0.857,                 1.2888,               0.005842,               0.005842,               0.005842
                    212,                0.71804,                 0.4313,                0.91395,                0.78245,                0.69452,                0.74571,                0.50362,                 1.1836,                 0.8575,                 1.2799,              0.0058222,              0.0058222,              0.0058222
                    213,                0.70138,                0.42379,                0.90181,                0.76765,                 0.7143,                0.74995,                0.50553,                 1.1863,                0.85175,                 1.2797,              0.0058024,              0.0058024,              0.0058024
                    214,                0.71701,                0.43003,                0.90965,                 0.7585,                0.72258,                0.74822,                0.50536,                  1.178,                0.85236,                 1.2677,              0.0057826,              0.0057826,              0.0057826
                    215,                0.71071,                0.42801,                0.90716,                0.77177,                0.70954,                0.74603,                  0.505,                  1.183,                0.85057,                 1.2781,              0.0057628,              0.0057628,              0.0057628
                    216,                0.71521,                0.42946,                0.90767,                0.76889,                0.71556,                0.74799,                 0.5041,                 1.1821,                0.85022,                 1.2883,               0.005743,               0.005743,               0.005743
                    217,                0.70113,                0.42622,                0.90359,                 0.7747,                0.71929,                0.75458,                0.50534,                 1.1823,                0.85054,                 1.2892,              0.0057232,              0.0057232,              0.0057232
                    218,                0.70589,                0.42698,                0.90324,                0.77765,                0.71365,                0.75148,                0.50566,                 1.1823,                0.84982,                 1.2841,              0.0057034,              0.0057034,              0.0057034
                    219,                0.71117,                 0.4264,                0.90659,                 0.7727,                0.71544,                0.75096,                0.50604,                 1.1862,                0.85352,                 1.2909,              0.0056836,              0.0056836,              0.0056836
                    220,                0.70573,                0.42176,                0.90164,                0.79272,                 0.7073,                0.75783,                0.51029,                 1.1835,                0.84898,                 1.2849,              0.0056638,              0.0056638,              0.0056638
                    221,                0.70618,                0.42019,                0.90492,                0.80309,                0.69898,                 0.7577,                0.51189,                 1.1828,                0.84083,                 1.2796,               0.005644,               0.005644,               0.005644
                    222,                0.71015,                0.42805,                0.90325,                0.78101,                0.71747,                0.75805,                0.51206,                 1.1919,                0.84755,                 1.2877,              0.0056242,              0.0056242,              0.0056242
                    223,                0.69624,                0.41441,                 0.9053,                0.77555,                 0.7184,                0.75587,                0.51234,                  1.191,                0.84637,                 1.2869,              0.0056044,              0.0056044,              0.0056044
                    224,                  0.699,                0.42079,                0.90433,                0.78894,                0.71556,                 0.7563,                0.51048,                 1.1935,                0.85272,                 1.2902,              0.0055846,              0.0055846,              0.0055846
                    225,                0.69526,                0.42059,                 0.9049,                0.80043,                0.70089,                0.75212,                0.50893,                 1.1877,                0.85505,                 1.2828,              0.0055648,              0.0055648,              0.0055648
                    226,                0.69483,                0.41936,                0.90089,                0.78496,                0.71173,                0.75551,                0.50934,                 1.1819,                0.85609,                 1.2838,               0.005545,               0.005545,               0.005545
                    227,                  0.692,                0.41567,                0.90458,                0.78253,                0.71601,                0.75504,                0.51142,                 1.1799,                0.85479,                 1.2882,              0.0055252,              0.0055252,              0.0055252
                    228,                0.69346,                0.41647,                0.90024,                0.78065,                0.71301,                0.75675,                0.51311,                 1.1823,                0.85045,                 1.2884,              0.0055054,              0.0055054,              0.0055054
                    229,                0.68601,                0.41401,                0.89934,                0.77818,                0.71146,                0.75788,                0.51165,                 1.1748,                0.84472,                 1.2841,              0.0054856,              0.0054856,              0.0054856
                    230,                0.68559,                0.41279,                0.90216,                0.79348,                0.70855,                0.75986,                0.51331,                 1.1728,                0.84333,                 1.2829,              0.0054658,              0.0054658,              0.0054658
                    231,                0.68994,                0.41487,                 0.9022,                 0.7826,                0.71398,                0.75552,                0.51174,                  1.165,                0.84408,                 1.2732,               0.005446,               0.005446,               0.005446
                    232,                 0.6865,                0.41238,                0.89649,                0.78576,                0.71429,                0.75301,                0.51118,                  1.168,                0.84725,                 1.2755,              0.0054262,              0.0054262,              0.0054262
                    233,                0.69805,                0.42157,                0.90112,                0.79042,                0.70473,                0.75385,                0.51084,                 1.1689,                0.84398,                 1.2768,              0.0054064,              0.0054064,              0.0054064
                    234,                0.68344,                0.41539,                0.89616,                0.79164,                0.70089,                0.75483,                0.51146,                 1.1641,                0.85856,                  1.275,              0.0053866,              0.0053866,              0.0053866
                    235,                0.68158,                0.41248,                0.89522,                0.80298,                0.70344,                0.75927,                0.51074,                 1.1724,                0.86823,                 1.2826,              0.0053668,              0.0053668,              0.0053668
                    236,                0.67513,                 0.4065,                0.89699,                0.80027,                0.70472,                0.75681,                0.51184,                 1.1643,                0.85485,                 1.2764,               0.005347,               0.005347,               0.005347
                    237,                0.68154,                0.41012,                0.89991,                0.80134,                0.69715,                0.75666,                0.51327,                 1.1616,                 0.8433,                 1.2787,              0.0053272,              0.0053272,              0.0053272
                    238,                0.68009,                0.41209,                0.89788,                0.79011,                0.70599,                0.75519,                0.51154,                 1.1672,                0.83666,                 1.2877,              0.0053074,              0.0053074,              0.0053074
                    239,                0.66628,                0.40634,                0.89093,                0.78814,                0.70937,                0.75932,                0.51418,                 1.1692,                0.83174,                 1.2903,              0.0052876,              0.0052876,              0.0052876
                    240,                0.67388,                0.40559,                0.89724,                0.77921,                0.72026,                0.75822,                0.51215,                 1.1676,                0.83191,                  1.288,              0.0052678,              0.0052678,              0.0052678
                    241,                0.67824,                0.40972,                0.89405,                0.77551,                0.71365,                0.75512,                0.51222,                 1.1702,                0.83696,                 1.2864,               0.005248,               0.005248,               0.005248
                    242,                0.66099,                0.40143,                0.89134,                0.79492,                 0.6996,                0.75046,                0.51085,                 1.1655,                0.83113,                 1.2858,              0.0052282,              0.0052282,              0.0052282
                    243,                0.66996,                0.40409,                0.89467,                0.79012,                0.70107,                0.75133,                0.51259,                 1.1653,                0.83703,                 1.2859,              0.0052084,              0.0052084,              0.0052084
                    244,                0.66466,                0.40498,                0.89694,                0.79377,                0.69466,                0.75264,                 0.5137,                 1.1651,                0.85116,                 1.2845,              0.0051886,              0.0051886,              0.0051886
                    245,                0.66714,                0.40035,                0.89541,                0.79602,                0.70026,                0.75336,                0.51443,                 1.1636,                0.84917,                 1.2913,              0.0051688,              0.0051688,              0.0051688
                    246,                 0.6787,                0.40784,                0.89537,                0.78744,                0.70876,                0.75527,                 0.5146,                 1.1661,                0.85272,                 1.2996,               0.005149,               0.005149,               0.005149
                    247,                 0.6739,                0.40812,                0.89447,                0.78131,                0.71773,                0.75276,                0.51192,                 1.1647,                0.85368,                 1.2953,              0.0051292,              0.0051292,              0.0051292
                    248,                0.66465,                 0.4009,                0.89301,                0.78839,                0.71046,                  0.753,                0.51146,                 1.1662,                0.84793,                 1.2983,              0.0051094,              0.0051094,              0.0051094
                    249,                0.66092,                0.40109,                0.89084,                 0.7868,                0.70727,                0.75137,                0.51176,                 1.1644,                0.84209,                 1.2983,              0.0050896,              0.0050896,              0.0050896
                    250,                0.66063,                0.40107,                0.89287,                0.79696,                0.69962,                0.74933,                0.51021,                 1.1637,                0.84303,                    1.3,              0.0050698,              0.0050698,              0.0050698
                    251,                0.65446,                 0.3943,                0.89079,                0.79173,                0.70536,                0.74835,                0.51174,                 1.1632,                0.85084,                 1.2974,                0.00505,                0.00505,                0.00505
                    252,                0.65181,                0.39311,                0.88947,                0.80065,                0.69962,                0.74736,                0.51223,                 1.1716,                0.86275,                  1.304,              0.0050302,              0.0050302,              0.0050302
                    253,                0.65391,                0.39848,                0.89079,                0.80121,                0.69452,                0.74808,                0.51314,                 1.1704,                0.86258,                 1.3048,              0.0050104,              0.0050104,              0.0050104
                    254,                0.65071,                0.39637,                0.89659,                0.79481,                0.69664,                0.75087,                0.51474,                 1.1637,                0.86261,                 1.3013,              0.0049906,              0.0049906,              0.0049906
                    255,                0.65795,                0.39426,                0.89218,                0.79312,                0.69834,                0.75072,                0.51662,                 1.1598,                0.85661,                 1.3003,              0.0049708,              0.0049708,              0.0049708
                    256,                0.65451,                0.39159,                  0.892,                0.83483,                0.66454,                 0.7515,                 0.5164,                 1.1564,                0.85452,                 1.2978,               0.004951,               0.004951,               0.004951
                    257,                 0.6559,                0.39645,                0.88895,                0.83919,                0.66231,                0.75196,                0.51678,                 1.1568,                0.84563,                 1.3022,              0.0049312,              0.0049312,              0.0049312
                    258,                0.64671,                0.39297,                0.88598,                0.79107,                0.70029,                0.75346,                0.51806,                  1.149,                 0.8441,                 1.2987,              0.0049114,              0.0049114,              0.0049114
                    259,                0.64152,                0.38789,                0.88588,                0.79313,                0.69515,                0.75098,                0.51804,                 1.1493,                0.84145,                 1.3022,              0.0048916,              0.0048916,              0.0048916
                    260,                0.64784,                0.39383,                0.88586,                0.79569,                0.69452,                0.75327,                0.51957,                 1.1532,                0.83531,                 1.3058,              0.0048718,              0.0048718,              0.0048718
                    261,                  0.642,                0.38494,                0.88426,                0.81214,                0.69005,                0.75295,                0.51958,                 1.1547,                0.83401,                 1.3053,               0.004852,               0.004852,               0.004852
                    262,                0.64672,                0.38908,                 0.8911,                0.80663,                0.69169,                0.75058,                  0.519,                 1.1566,                 0.8352,                 1.3067,              0.0048322,              0.0048322,              0.0048322
                    263,                0.64363,                0.38884,                0.89085,                0.79945,                0.68814,                0.74621,                0.51844,                 1.1528,                 0.8422,                  1.304,              0.0048124,              0.0048124,              0.0048124
                    264,                0.64372,                0.38441,                0.88326,                  0.789,                0.69579,                 0.7479,                 0.5192,                 1.1541,                0.84518,                 1.3001,              0.0047926,              0.0047926,              0.0047926
                    265,                0.64068,                0.38676,                0.88301,                  0.796,                0.68941,                0.75038,                0.51863,                 1.1514,                0.84345,                 1.2937,              0.0047728,              0.0047728,              0.0047728
                    266,                0.64619,                0.38509,                0.88742,                0.78977,                0.69005,                0.74979,                0.51877,                 1.1497,                0.84208,                 1.2902,               0.004753,               0.004753,               0.004753
                    267,                0.65056,                0.39254,                0.88897,                0.78673,                0.69874,                0.75103,                0.51936,                 1.1502,                0.83423,                 1.2924,              0.0047332,              0.0047332,              0.0047332
                    268,                 0.6493,                0.38984,                0.88649,                0.79789,                0.68814,                0.75078,                0.52018,                 1.1529,                0.83344,                 1.2951,              0.0047134,              0.0047134,              0.0047134
                    269,                0.63101,                0.37946,                0.88033,                0.81369,                0.67963,                0.75361,                0.52026,                 1.1503,                0.83495,                 1.2907,              0.0046936,              0.0046936,              0.0046936
                    270,                0.62558,                0.38046,                0.88056,                0.80202,                0.69324,                0.75208,                0.52033,                 1.1495,                0.83866,                 1.2912,              0.0046738,              0.0046738,              0.0046738
                    271,                0.64014,                0.38761,                0.88701,                0.79139,                0.69834,                0.75205,                0.51962,                 1.1455,                0.84323,                 1.2868,               0.004654,               0.004654,               0.004654
                    272,                0.62862,                0.37663,                 0.8867,                0.79996,                0.68859,                0.75061,                0.51999,                  1.147,                0.84409,                 1.2886,              0.0046342,              0.0046342,              0.0046342
                    273,                0.63301,                0.38255,                0.88929,                0.79183,                 0.6977,                0.75068,                0.51925,                 1.1473,                0.84565,                 1.2887,              0.0046144,              0.0046144,              0.0046144
                    274,                0.63354,                 0.3863,                0.88467,                0.77914,                0.70194,                0.74863,                0.51968,                 1.1501,                0.85021,                 1.2899,              0.0045946,              0.0045946,              0.0045946
                    275,                 0.6357,                 0.3851,                0.88153,                0.77673,                0.70554,                0.74932,                0.52072,                 1.1525,                0.84845,                 1.2927,              0.0045748,              0.0045748,              0.0045748
                    276,                0.63181,                0.38239,                0.88037,                0.79159,                0.69707,                0.75034,                0.52049,                 1.1506,                0.84521,                 1.2922,               0.004555,               0.004555,               0.004555
                    277,                0.62392,                0.37899,                0.87847,                0.78467,                 0.6972,                0.74776,                0.51877,                 1.1444,                0.84671,                 1.2877,              0.0045352,              0.0045352,              0.0045352
                    278,                0.62243,                0.37599,                0.88071,                0.78395,                0.70117,                0.74976,                0.51929,                 1.1401,                0.84716,                 1.2847,              0.0045154,              0.0045154,              0.0045154
                    279,                0.62584,                0.38249,                0.88403,                 0.7897,                0.70168,                0.74973,                0.52093,                  1.143,                0.85037,                 1.2892,              0.0044956,              0.0044956,              0.0044956
                    280,                0.62056,                 0.3737,                0.88071,                0.79795,                0.69011,                 0.7508,                 0.5211,                 1.1459,                0.84952,                 1.2924,              0.0044758,              0.0044758,              0.0044758
                    281,                0.61512,                0.37372,                0.87989,                0.79973,                0.68814,                0.75072,                 0.5213,                  1.151,                0.84739,                 1.2972,               0.004456,               0.004456,               0.004456
                    282,                0.62175,                0.37392,                0.88047,                0.79767,                0.69143,                0.74905,                0.52143,                 1.1496,                0.85021,                 1.2939,              0.0044362,              0.0044362,              0.0044362
                    283,                0.61728,                0.37645,                0.87923,                0.80046,                0.69332,                0.75362,                0.52282,                 1.1473,                 0.8488,                 1.2908,              0.0044164,              0.0044164,              0.0044164
                    284,                0.61634,                0.37539,                0.87681,                0.80483,                0.69428,                0.75368,                0.52146,                 1.1523,                0.84501,                 1.2969,              0.0043966,              0.0043966,              0.0043966
                    285,                0.62147,                0.37678,                0.88253,                0.80008,                 0.6977,                0.75487,                0.52211,                 1.1556,                 0.8391,                 1.2993,              0.0043768,              0.0043768,              0.0043768
                    286,                0.61221,                0.37284,                0.87853,                0.79824,                0.70145,                0.75313,                0.52174,                 1.1549,                0.83346,                 1.2985,               0.004357,               0.004357,               0.004357
                    287,                0.61877,                0.37902,                0.88084,                0.80339,                0.69579,                0.75427,                0.52266,                 1.1502,                0.83218,                 1.2948,              0.0043372,              0.0043372,              0.0043372
                    288,                 0.6101,                0.36875,                0.87563,                0.80542,                0.69133,                0.75227,                0.52336,                 1.1484,                0.83127,                 1.2929,              0.0043174,              0.0043174,              0.0043174
                    289,                0.62021,                0.37242,                0.87963,                0.80694,                0.69309,                0.75519,                0.52512,                 1.1504,                0.83144,                 1.2948,              0.0042976,              0.0042976,              0.0042976
                    290,                0.61539,                0.36986,                0.87872,                0.80133,                0.68941,                0.75258,                0.52421,                 1.1513,                0.83345,                 1.2937,              0.0042778,              0.0042778,              0.0042778
                    291,                0.61069,                0.37126,                0.87867,                0.79407,                0.69349,                0.75005,                0.52321,                 1.1484,                0.83656,                 1.2888,               0.004258,               0.004258,               0.004258
                    292,                0.61372,                0.37581,                0.87975,                0.79325,                 0.6977,                0.75174,                0.52339,                   1.15,                0.83791,                 1.2916,              0.0042382,              0.0042382,              0.0042382
                    293,                 0.6096,                0.36971,                0.87592,                0.78372,                0.70255,                0.75167,                0.52451,                 1.1473,                0.83976,                 1.2932,              0.0042184,              0.0042184,              0.0042184
                    294,                0.60939,                  0.368,                0.87583,                0.78104,                0.70293,                0.75102,                0.52463,                 1.1464,                0.84273,                 1.2927,              0.0041986,              0.0041986,              0.0041986
                    295,                0.60437,                0.37025,                0.87616,                0.77908,                 0.7017,                0.74973,                0.52424,                 1.1438,                0.84393,                 1.2923,              0.0041788,              0.0041788,              0.0041788
                    296,                0.60505,                0.36842,                0.87796,                0.77701,                0.70408,                0.74895,                0.52379,                 1.1433,                0.84381,                 1.2941,               0.004159,               0.004159,               0.004159
                    297,                0.60683,                0.36954,                0.87628,                0.78458,                0.70153,                0.75177,                0.52363,                   1.14,                0.84198,                 1.2923,              0.0041392,              0.0041392,              0.0041392
                    298,                0.59886,                0.36698,                0.87514,                0.78495,                0.70069,                0.75153,                0.52279,                 1.1388,                 0.8369,                 1.2919,              0.0041194,              0.0041194,              0.0041194
                    299,                0.60501,                 0.3639,                0.87547,                0.77377,                0.70455,                0.75077,                0.52274,                 1.1394,                0.83929,                 1.2939,              0.0040996,              0.0040996,              0.0040996
                    300,                0.59504,                0.36408,                0.87447,                0.80197,                0.68183,                0.75085,                0.52233,                 1.1426,                0.84327,                  1.299,              0.0040798,              0.0040798,              0.0040798
                    301,                0.59326,                0.35951,                0.87292,                  0.806,                0.68359,                0.75039,                0.52299,                 1.1401,                0.84504,                 1.2991,                0.00406,                0.00406,                0.00406
