                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    302,                 0.5921,                0.36034,                0.87387,                0.78079,                0.70153,                0.75036,                0.52188,                 1.1393,                0.84274,                 1.2996,              0.0040402,              0.0040402,              0.0040402
                    303,                0.59688,                0.35994,                0.87389,                0.77811,                0.70663,                 0.7486,                0.52284,                 1.1389,                0.84809,                 1.2992,              0.0040204,              0.0040204,              0.0040204
                    304,                0.60153,                0.36281,                0.87985,                0.78295,                0.69834,                0.74884,                0.52268,                 1.1414,                0.84851,                  1.303,              0.0040006,              0.0040006,              0.0040006
                    305,                0.59418,                0.36387,                0.87464,                0.78612,                0.69579,                0.75061,                0.52387,                 1.1416,                0.84988,                 1.3036,              0.0039808,              0.0039808,              0.0039808
                    306,                0.59265,                0.36019,                0.87306,                0.79061,                0.70217,                0.75255,                0.52384,                 1.1387,                0.85261,                 1.3006,               0.003961,               0.003961,               0.003961
                    307,                 0.5924,                0.36136,                0.87383,                0.79109,                0.70026,                0.75316,                0.52499,                 1.1394,                 0.8532,                 1.3018,              0.0039412,              0.0039412,              0.0039412
                    308,                0.59003,                0.35567,                0.87367,                0.79931,                0.69834,                0.75466,                0.52458,                 1.1392,                0.85428,                 1.3026,              0.0039214,              0.0039214,              0.0039214
                    309,                0.58721,                0.35448,                0.87422,                0.80012,                0.69579,                0.75325,                0.52505,                 1.1362,                0.85651,                 1.2999,              0.0039016,              0.0039016,              0.0039016
                    310,                0.58516,                0.35485,                0.87087,                0.79768,                0.69643,                0.75349,                0.52504,                 1.1314,                0.85557,                 1.2967,              0.0038818,              0.0038818,              0.0038818
                    311,                0.58344,                0.35588,                0.87375,                0.80364,                0.69388,                0.75434,                0.52523,                 1.1306,                0.85764,                 1.2966,               0.003862,               0.003862,               0.003862
                    312,                0.58327,                0.35505,                0.87415,                0.80512,                0.69295,                0.75423,                0.52641,                 1.1294,                0.85559,                 1.2971,              0.0038422,              0.0038422,              0.0038422
                    313,                0.58171,                0.35308,                0.87167,                 0.8005,                0.69349,                0.75464,                0.52778,                 1.1271,                0.85438,                 1.2959,              0.0038224,              0.0038224,              0.0038224
                    314,                0.58739,                0.35609,                0.87174,                0.80368,                0.69186,                0.75401,                0.52758,                  1.128,                0.85595,                 1.2976,              0.0038026,              0.0038026,              0.0038026
                    315,                0.58847,                 0.3541,                0.87279,                0.80311,                0.68678,                0.75338,                0.52751,                 1.1287,                 0.8578,                 1.2982,              0.0037828,              0.0037828,              0.0037828
                    316,                0.57886,                0.35114,                0.86954,                0.79336,                0.69515,                0.75415,                0.52746,                 1.1287,                 0.8567,                 1.2991,               0.003763,               0.003763,               0.003763
                    317,                0.59144,                0.35724,                0.87469,                0.78914,                0.69898,                0.75612,                0.52804,                 1.1321,                0.85724,                 1.3031,              0.0037432,              0.0037432,              0.0037432
                    318,                0.57137,                0.35329,                0.86733,                0.78942,                 0.7005,                0.75563,                0.52822,                 1.1309,                0.85921,                 1.3015,              0.0037234,              0.0037234,              0.0037234
                    319,                0.57332,                0.34685,                0.86832,                0.79031,                0.70186,                 0.7562,                 0.5288,                 1.1279,                0.85617,                 1.2982,              0.0037036,              0.0037036,              0.0037036
                    320,                0.57716,                0.35253,                 0.8682,                0.80076,                0.69462,                0.75577,                0.52918,                 1.1288,                0.85426,                 1.2984,              0.0036838,              0.0036838,              0.0036838
                    321,                0.58076,                0.35255,                0.87031,                0.79391,                0.69526,                0.75359,                  0.529,                 1.1279,                0.85398,                 1.2963,               0.003664,               0.003664,               0.003664
                    322,                0.57198,                0.34681,                0.87021,                0.79928,                0.69643,                0.75615,                0.52836,                 1.1228,                0.85356,                 1.2881,              0.0036442,              0.0036442,              0.0036442
                    323,                0.58088,                0.35098,                 0.8698,                0.79724,                 0.6971,                0.75593,                0.52891,                  1.123,                0.85257,                 1.2895,              0.0036244,              0.0036244,              0.0036244
                    324,                 0.5772,                0.35003,                0.86375,                0.79971,                0.69452,                0.75603,                0.52908,                 1.1231,                0.84946,                 1.2901,              0.0036046,              0.0036046,              0.0036046
                    325,                0.57256,                0.34771,                0.86823,                0.78779,                0.70789,                0.75664,                0.52893,                 1.1214,                0.84645,                 1.2895,              0.0035848,              0.0035848,              0.0035848
                    326,                0.57422,                0.34783,                0.86266,                0.78716,                0.70727,                0.75566,                0.52981,                 1.1193,                0.84567,                 1.2882,               0.003565,               0.003565,               0.003565
                    327,                0.57138,                0.34133,                0.86567,                0.80126,                0.69422,                0.75472,                0.53023,                 1.1175,                0.84607,                 1.2871,              0.0035452,              0.0035452,              0.0035452
                    328,                0.56725,                0.34136,                0.86184,                 0.8045,                0.69133,                0.75408,                0.52939,                 1.1165,                0.84549,                 1.2871,              0.0035254,              0.0035254,              0.0035254
                    329,                  0.567,                0.34167,                0.86235,                0.80631,                0.69005,                0.75413,                 0.5299,                 1.1187,                0.84632,                 1.2908,              0.0035056,              0.0035056,              0.0035056
                    330,                0.55981,                0.34132,                0.86118,                0.80627,                 0.6926,                0.75529,                0.52964,                  1.118,                0.84705,                 1.2897,              0.0034858,              0.0034858,              0.0034858
                    331,                0.56916,                  0.345,                0.86476,                0.80858,                0.69324,                0.75378,                0.52987,                 1.1177,                0.84572,                 1.2901,               0.003466,               0.003466,               0.003466
                    332,                0.56472,                0.34053,                0.86383,                0.81014,                0.69579,                0.75394,                0.53021,                 1.1173,                0.84467,                   1.29,              0.0034462,              0.0034462,              0.0034462
                    333,                0.56336,                0.33962,                 0.8672,                0.80479,                 0.6977,                  0.755,                0.53012,                 1.1189,                0.84562,                 1.2917,              0.0034264,              0.0034264,              0.0034264
                    334,                0.55194,                0.34046,                0.86232,                0.80493,                 0.6977,                0.75491,                0.52983,                 1.1203,                0.84684,                 1.2935,              0.0034066,              0.0034066,              0.0034066
                    335,                0.56226,                0.33834,                0.86123,                 0.8049,                0.69452,                 0.7561,                0.53044,                 1.1187,                0.84818,                 1.2922,              0.0033868,              0.0033868,              0.0033868
                    336,                 0.5584,                0.33649,                 0.8629,                0.80778,                0.69414,                0.75672,                 0.5309,                 1.1186,                0.84944,                 1.2926,               0.003367,               0.003367,               0.003367
                    337,                0.55075,                0.33811,                0.86034,                 0.8078,                0.69324,                0.75627,                0.53096,                 1.1175,                0.84901,                 1.2921,              0.0033472,              0.0033472,              0.0033472
                    338,                0.55665,                0.33895,                0.86223,                0.80825,                0.69452,                0.75656,                0.53067,                 1.1187,                 0.8483,                 1.2946,              0.0033274,              0.0033274,              0.0033274
                    339,                 0.5581,                0.34261,                  0.865,                0.80665,                0.69579,                0.75607,                0.53133,                 1.1184,                0.84914,                 1.2943,              0.0033076,              0.0033076,              0.0033076
                    340,                0.55327,                0.33337,                0.86136,                0.79663,                0.69834,                0.75564,                0.53252,                 1.1186,                0.85269,                 1.2947,              0.0032878,              0.0032878,              0.0032878
                    341,                0.55298,                0.33405,                0.86127,                0.79327,                0.70153,                0.75621,                0.53266,                 1.1199,                0.85462,                 1.2959,               0.003268,               0.003268,               0.003268
                    342,                 0.5545,                0.34025,                0.86397,                  0.797,                 0.7011,                0.75725,                0.53272,                 1.1209,                0.85411,                  1.298,              0.0032482,              0.0032482,              0.0032482
                    343,                0.54951,                0.33518,                0.86118,                0.79786,                 0.6998,                  0.757,                0.53272,                 1.1215,                0.85261,                  1.299,              0.0032284,              0.0032284,              0.0032284
                    344,                 0.5432,                0.33013,                0.85981,                0.80089,                0.70281,                0.75817,                0.53316,                 1.1223,                0.85168,                 1.3011,              0.0032086,              0.0032086,              0.0032086
                    345,                0.54607,                0.33288,                0.85854,                0.80031,                0.70288,                0.75761,                0.53359,                 1.1215,                0.85133,                 1.3017,              0.0031888,              0.0031888,              0.0031888
                    346,                0.54495,                0.32845,                0.86062,                0.80182,                0.70183,                0.75702,                0.53337,                 1.1222,                0.85062,                  1.302,               0.003169,               0.003169,               0.003169
                    347,                0.54601,                0.33005,                0.86545,                0.80067,                0.70281,                0.75752,                0.53339,                 1.1196,                0.84902,                 1.2994,              0.0031492,              0.0031492,              0.0031492
                    348,                0.54459,                0.33259,                0.86152,                0.80082,                0.69962,                0.75607,                0.53297,                 1.1195,                0.84963,                 1.2995,              0.0031294,              0.0031294,              0.0031294
                    349,                0.54355,                0.33578,                0.85974,                0.80153,                0.69834,                0.75574,                0.53319,                 1.1181,                0.84895,                 1.2983,              0.0031096,              0.0031096,              0.0031096
                    350,                0.53567,                0.32411,                0.85625,                0.79928,                0.69837,                0.75528,                0.53294,                 1.1172,                0.84829,                 1.2975,              0.0030898,              0.0030898,              0.0030898
                    351,                0.54405,                0.33107,                0.86361,                0.79825,                0.69644,                 0.7549,                0.53284,                 1.1168,                0.84868,                 1.2972,                0.00307,                0.00307,                0.00307
                    352,                0.53789,                0.33098,                 0.8569,                0.79717,                0.69643,                0.75439,                0.53315,                  1.117,                0.84846,                 1.2982,              0.0030502,              0.0030502,              0.0030502
                    353,                0.53819,                0.32454,                  0.859,                0.79692,                0.69324,                0.75243,                0.53343,                 1.1175,                0.84921,                 1.2981,              0.0030304,              0.0030304,              0.0030304
                    354,                0.53947,                0.33001,                0.85745,                0.79825,                0.69392,                0.75313,                0.53339,                 1.1176,                0.85028,                 1.2979,              0.0030106,              0.0030106,              0.0030106
                    355,                0.53155,                0.32429,                0.85773,                0.79774,                0.69643,                0.75336,                0.53315,                 1.1188,                0.85063,                 1.2997,              0.0029908,              0.0029908,              0.0029908
                    356,                0.53618,                0.32646,                0.86007,                0.79896,                0.69707,                0.75351,                0.53365,                 1.1175,                0.85158,                 1.2986,               0.002971,               0.002971,               0.002971
                    357,                0.54082,                0.33127,                0.86245,                0.79931,                0.69452,                0.75343,                0.53358,                 1.1182,                0.85244,                 1.2989,              0.0029512,              0.0029512,              0.0029512
                    358,                0.54021,                0.32872,                 0.8588,                0.80099,                0.69515,                0.75362,                0.53368,                 1.1186,                0.85398,                  1.299,              0.0029314,              0.0029314,              0.0029314
                    359,                0.53216,                0.32764,                0.85441,                0.80578,                0.68941,                0.75255,                0.53313,                 1.1176,                0.85641,                 1.2983,              0.0029116,              0.0029116,              0.0029116
                    360,                0.53362,                 0.3226,                0.85905,                0.80723,                0.69579,                0.75357,                0.53355,                 1.1181,                0.85631,                 1.2995,              0.0028918,              0.0028918,              0.0028918
                    361,                0.53295,                0.32539,                0.85636,                0.80599,                0.69452,                0.75344,                0.53331,                 1.1183,                0.85597,                    1.3,               0.002872,               0.002872,               0.002872
                    362,                0.52139,                0.31763,                0.85498,                 0.8046,                0.69452,                0.75357,                0.53368,                 1.1168,                0.85567,                 1.2984,              0.0028522,              0.0028522,              0.0028522
                    363,                0.54241,                0.33094,                0.85869,                 0.8017,                0.69579,                0.75445,                0.53375,                  1.116,                 0.8557,                 1.2981,              0.0028324,              0.0028324,              0.0028324
                    364,                0.53136,                0.32309,                0.85654,                0.80064,                0.69579,                 0.7546,                0.53409,                 1.1122,                0.85687,                 1.2943,              0.0028126,              0.0028126,              0.0028126
                    365,                0.52736,                0.32306,                0.85532,                0.80225,                0.69388,                0.75463,                0.53428,                 1.1121,                0.85753,                 1.2947,              0.0027928,              0.0027928,              0.0027928
                    366,                0.52226,                0.32115,                0.85349,                0.80068,                0.69388,                0.75495,                0.53467,                 1.1135,                0.85616,                 1.2963,               0.002773,               0.002773,               0.002773
                    367,                0.52326,                0.32523,                0.85388,                0.79903,                0.69388,                0.75527,                0.53506,                 1.1128,                0.85615,                 1.2959,              0.0027532,              0.0027532,              0.0027532
                    368,                0.52579,                0.32738,                0.85607,                0.79919,                0.69579,                0.75499,                0.53519,                  1.112,                0.85597,                 1.2952,              0.0027334,              0.0027334,              0.0027334
                    369,                0.52649,                0.32022,                0.85388,                0.79863,                0.69555,                0.75499,                0.53582,                 1.1111,                0.85765,                 1.2947,              0.0027136,              0.0027136,              0.0027136
                    370,                0.53373,                0.32622,                0.85862,                 0.7998,                0.69557,                0.75493,                0.53573,                 1.1111,                0.85826,                 1.2951,              0.0026938,              0.0026938,              0.0026938
                    371,                0.52563,                0.31903,                0.85598,                0.80101,                0.69572,                0.75616,                0.53596,                 1.1127,                0.85978,                 1.2965,               0.002674,               0.002674,               0.002674
                    372,                0.51341,                 0.3151,                0.85404,                0.80406,                0.69579,                0.75569,                0.53542,                 1.1118,                 0.8592,                 1.2961,              0.0026542,              0.0026542,              0.0026542
                    373,                0.51543,                 0.3131,                0.85385,                0.80208,                0.69523,                0.75547,                0.53618,                 1.1116,                 0.8582,                 1.2962,              0.0026344,              0.0026344,              0.0026344
                    374,                0.51785,                 0.3199,                0.85633,                 0.8041,                0.69515,                0.75563,                0.53615,                 1.1108,                0.85884,                 1.2955,              0.0026146,              0.0026146,              0.0026146
                    375,                0.51524,                0.31325,                0.85419,                0.80597,                 0.6926,                 0.7553,                0.53629,                 1.1108,                0.85812,                 1.2961,              0.0025948,              0.0025948,              0.0025948
                    376,                0.52033,                0.31766,                0.85468,                0.80517,                0.69133,                0.75534,                0.53658,                 1.1101,                0.85679,                 1.2957,               0.002575,               0.002575,               0.002575
                    377,                0.51836,                0.31558,                0.85442,                0.80567,                 0.6926,                0.75546,                0.53672,                 1.1098,                0.85676,                 1.2959,              0.0025552,              0.0025552,              0.0025552
                    378,                0.51365,                0.31534,                0.85506,                0.80508,                0.69324,                0.75569,                0.53731,                 1.1092,                0.85816,                  1.295,              0.0025354,              0.0025354,              0.0025354
                    379,                0.52088,                0.31621,                0.85609,                 0.8069,                0.69287,                0.75591,                0.53787,                 1.1086,                0.85906,                 1.2945,              0.0025156,              0.0025156,              0.0025156
                    380,                0.51681,                0.31889,                0.85412,                0.80778,                0.69324,                 0.7555,                0.53757,                 1.1075,                0.85847,                 1.2939,              0.0024958,              0.0024958,              0.0024958
                    381,                0.50683,                0.31049,                0.85332,                0.81036,                0.69196,                0.75544,                0.53792,                 1.1066,                0.85789,                 1.2937,               0.002476,               0.002476,               0.002476
                    382,                0.51301,                0.31293,                0.85515,                0.81016,                0.69196,                0.75555,                0.53765,                 1.1049,                0.85746,                 1.2927,              0.0024562,              0.0024562,              0.0024562
                    383,                0.51848,                 0.3143,                 0.8568,                0.81078,                 0.6926,                 0.7555,                0.53741,                 1.1063,                0.85758,                 1.2944,              0.0024364,              0.0024364,              0.0024364
                    384,                0.51063,                0.31385,                 0.8541,                0.81163,                0.69196,                0.75571,                0.53783,                 1.1058,                0.85845,                 1.2942,              0.0024166,              0.0024166,              0.0024166
                    385,                0.50475,                0.30753,                0.85195,                0.81266,                0.69196,                0.75586,                0.53802,                 1.1052,                0.85882,                 1.2939,              0.0023968,              0.0023968,              0.0023968
                    386,                0.50631,                0.30858,                 0.8536,                0.81288,                0.69133,                0.75663,                  0.538,                 1.1053,                0.85886,                 1.2943,               0.002377,               0.002377,               0.002377
                    387,                0.50906,                0.31266,                0.85246,                0.81287,                0.69259,                0.75731,                0.53774,                 1.1053,                 0.8591,                 1.2946,              0.0023572,              0.0023572,              0.0023572
                    388,                 0.5079,                0.30787,                0.84906,                0.81068,                0.69069,                0.75708,                0.53785,                 1.1052,                0.85855,                 1.2949,              0.0023374,              0.0023374,              0.0023374
                    389,                0.49397,                0.30351,                 0.8471,                0.81248,                0.69133,                0.75719,                0.53814,                 1.1051,                0.85891,                 1.2953,              0.0023176,              0.0023176,              0.0023176
                    390,                0.50378,                0.30891,                0.85107,                0.81442,                0.69133,                0.75739,                0.53871,                 1.1054,                0.85847,                 1.2962,              0.0022978,              0.0022978,              0.0022978
                    391,                 0.4991,                 0.3072,                0.85168,                0.81534,                0.69069,                0.75778,                0.53867,                 1.1046,                0.85874,                 1.2957,               0.002278,               0.002278,               0.002278
                    392,                0.50332,                0.30628,                0.85005,                0.81668,                0.69042,                0.75735,                0.53884,                 1.1043,                 0.8583,                 1.2958,              0.0022582,              0.0022582,              0.0022582
                    393,                0.50303,                0.30652,                0.85351,                0.81702,                0.69005,                0.75595,                0.53838,                 1.1043,                0.85829,                  1.296,              0.0022384,              0.0022384,              0.0022384
                    394,                0.49613,                0.30386,                0.85189,                0.81608,                0.69069,                0.75675,                0.53869,                 1.1042,                  0.859,                 1.2961,              0.0022186,              0.0022186,              0.0022186
                    395,                 0.4991,                0.30722,                0.85281,                0.81701,                0.69196,                0.75723,                0.53884,                 1.1045,                0.85896,                 1.2965,              0.0021988,              0.0021988,              0.0021988
                    396,                0.49215,                0.30322,                0.85043,                0.81749,                0.69069,                0.75714,                0.53939,                 1.1043,                0.85882,                 1.2966,               0.002179,               0.002179,               0.002179
                    397,                0.50729,                0.30988,                0.85225,                0.81889,                0.68919,                 0.7573,                0.53945,                 1.1044,                 0.8591,                 1.2964,              0.0021592,              0.0021592,              0.0021592
                    398,                  0.487,                 0.2981,                0.84877,                0.81604,                0.69196,                0.75758,                0.53979,                 1.1043,                0.85905,                 1.2966,              0.0021394,              0.0021394,              0.0021394
                    399,                 0.4902,                0.29925,                0.85068,                0.81469,                0.69133,                0.75706,                0.54003,                 1.1041,                0.85895,                 1.2971,              0.0021196,              0.0021196,              0.0021196
                    400,                0.49236,                0.29895,                 0.8499,                0.81624,                0.69133,                0.75679,                0.54033,                 1.1041,                 0.8586,                 1.2973,              0.0020998,              0.0020998,              0.0020998
                    401,                0.49264,                0.30134,                0.84799,                0.81546,                0.69069,                0.75662,                0.54044,                  1.104,                0.85881,                 1.2973,                0.00208,                0.00208,                0.00208
                    402,                0.49004,                0.30003,                0.84741,                0.81721,                0.68999,                 0.7571,                0.54091,                  1.104,                0.85871,                 1.2977,              0.0020602,              0.0020602,              0.0020602
                    403,                 0.4963,                0.30468,                0.84777,                0.81563,                0.69005,                0.75758,                0.54104,                 1.1043,                0.85924,                 1.2981,              0.0020404,              0.0020404,              0.0020404
                    404,                0.48592,                0.29779,                0.84282,                0.81599,                0.69005,                0.75722,                0.54117,                 1.1048,                 0.8594,                 1.2987,              0.0020206,              0.0020206,              0.0020206
                    405,                0.48395,                0.29802,                0.84444,                0.81503,                0.69005,                0.75723,                0.54116,                  1.106,                0.85941,                 1.3003,              0.0020008,              0.0020008,              0.0020008
                    406,                0.47921,                0.29412,                0.84347,                0.81478,                0.69014,                0.75725,                0.54143,                 1.1063,                0.85935,                 1.3011,               0.001981,               0.001981,               0.001981
                    407,                0.47918,                0.29391,                0.84391,                  0.815,                0.69115,                0.75781,                0.54165,                 1.1059,                0.85907,                 1.3013,              0.0019612,              0.0019612,              0.0019612
                    408,                0.48518,                0.29874,                0.85048,                0.81479,                0.69018,                0.75786,                 0.5417,                  1.106,                0.85859,                 1.3017,              0.0019414,              0.0019414,              0.0019414
                    409,                0.48597,                0.29637,                0.84493,                0.81587,                0.69069,                0.75811,                0.54175,                 1.1061,                0.85794,                  1.302,              0.0019216,              0.0019216,              0.0019216
                    410,                0.47819,                0.29607,                0.84549,                0.81407,                0.69133,                0.75809,                0.54163,                  1.106,                0.85789,                 1.3023,              0.0019018,              0.0019018,              0.0019018
                    411,                0.47813,                0.29641,                0.84572,                0.81423,                0.69196,                0.75825,                0.54155,                 1.1063,                0.85746,                 1.3031,               0.001882,               0.001882,               0.001882
                    412,                0.48304,                0.29679,                0.84827,                0.81674,                0.69196,                0.75886,                0.54177,                 1.1058,                 0.8573,                 1.3026,              0.0018622,              0.0018622,              0.0018622
                    413,                0.47656,                0.29294,                0.84672,                0.81588,                0.69237,                0.75934,                0.54173,                 1.1054,                0.85723,                 1.3025,              0.0018424,              0.0018424,              0.0018424
                    414,                0.47821,                0.29496,                0.84352,                 0.8167,                0.69196,                0.75908,                0.54165,                 1.1052,                0.85736,                 1.3028,              0.0018226,              0.0018226,              0.0018226
                    415,                0.47388,                0.29408,                0.84778,                0.81703,                  0.692,                0.75936,                0.54122,                 1.1051,                0.85765,                 1.3029,              0.0018028,              0.0018028,              0.0018028
                    416,                0.46969,                0.29228,                0.84235,                0.81607,                0.69133,                0.75829,                0.54139,                 1.1049,                0.85858,                 1.3027,               0.001783,               0.001783,               0.001783
                    417,                0.47526,                0.29235,                0.84146,                0.81482,                0.69196,                0.75834,                0.54153,                 1.1046,                0.85922,                 1.3024,              0.0017632,              0.0017632,              0.0017632
                    418,                0.47284,                0.29068,                0.84649,                0.81286,                0.69196,                0.75784,                 0.5414,                 1.1042,                0.85938,                  1.302,              0.0017434,              0.0017434,              0.0017434
                    419,                0.46978,                0.28722,                0.84336,                 0.8145,                0.69324,                0.75849,                0.54118,                 1.1044,                0.85932,                 1.3027,              0.0017236,              0.0017236,              0.0017236
                    420,                0.47032,                0.28962,                0.84246,                0.81415,                0.69288,                0.75911,                0.54128,                 1.1038,                0.85899,                 1.3026,              0.0017038,              0.0017038,              0.0017038
                    421,                0.47009,                0.29042,                0.84541,                 0.8145,                0.69324,                0.75904,                0.54125,                 1.1044,                 0.8583,                 1.3037,               0.001684,               0.001684,               0.001684
                    422,                 0.4716,                0.29016,                0.84371,                0.81428,                0.69196,                0.75841,                0.54114,                 1.1049,                0.85812,                 1.3043,              0.0016642,              0.0016642,              0.0016642
                    423,                0.46406,                0.28861,                0.84121,                0.81626,                 0.6913,                0.75903,                0.54133,                 1.1048,                0.85866,                 1.3042,              0.0016444,              0.0016444,              0.0016444
                    424,                0.46159,                 0.2854,                0.84223,                0.81576,                0.69196,                0.75928,                0.54139,                 1.1049,                0.85887,                 1.3046,              0.0016246,              0.0016246,              0.0016246
                    425,                0.46721,                0.28639,                0.84252,                0.81537,                 0.6926,                0.75997,                0.54119,                 1.1055,                0.86057,                 1.3055,              0.0016048,              0.0016048,              0.0016048
                    426,                0.47002,                0.29187,                0.84309,                0.81439,                 0.6926,                0.75969,                0.54101,                 1.1059,                0.85958,                 1.3066,               0.001585,               0.001585,               0.001585
                    427,                0.46481,                0.28524,                0.84174,                0.81235,                  0.693,                0.75974,                0.54122,                 1.1058,                0.85964,                 1.3068,              0.0015652,              0.0015652,              0.0015652
                    428,                0.46677,                0.28666,                0.84473,                0.81225,                0.69388,                0.75942,                 0.5412,                 1.1051,                0.86032,                 1.3061,              0.0015454,              0.0015454,              0.0015454
